respid,fdate,qage,s1,s1a,s1com,s2,q1,q2,q3,q4,q5,q6,q7,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13_1,d13_2,d13_3,d13_4,d13_5,d13_6,d14a,d14b,d14c,d15,sex,party_co,age,race,cong_dis,weight
122974,210624,65,65-69, ,65-69,Yes,Not very Likely,Very important,Very important,Very important,Very important,Strongly support,Very favorable,Male,65-69 years,Yes,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,64,C,7,1.079787
123027,210629,76,75+, ,75+,Yes,Somewhat Likely,Very important,Very important,Don't know or refused [DO NOT READ],Very important,Strongly support,Very favorable,Male,75 + years,No,Yes,"Widowed,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",M,S,76,C,7,.995835
123084,210624,52,50-54, ,50-54,Yes,Not at all likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Married,",Always,Democrat,Liberal,"Post-graduate study, but with no degree",Employed full-time,No,Black/African American, , , , , ,No,No,No,"$150,000 to less than $200,000",F,E,58,B,5,.922958
123097,210624,68,65-69, ,65-69,Yes,Somewhat Likely,Extremely important,Very important,Don't know or refused [DO NOT READ],Very important,Somewhat support,Somewhat favorable,Female,65-69 years,Yes,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,U,67,C,2,1.170382
123142,210625,54,50-54, ,50-54,Yes,Somewhat Likely,Don't know or refused [DO NOT READ],Not at all important,Not very important,Not at all important,Strongly oppose,Not very favorable,Female,50-54 years,No,Yes,"Divorced,",Always,Republican,Conservative,High school graduate or equivalent,Employed full-time,Don't know or refused [DO NOT READ],White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",F,S,76,C,2,1.225328
123199,210627,62,60-64, ,60-64,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat support,Extremely favorable,Male,60-64 years,No,Yes,"Married,",Always,Something else,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,Don't know or refused [DO NOT READ], , , , , ,No,No,No,"$60,000 to less than $75,000",F,S,62,C,4,.474575
123231,210627,53,50-54, ,50-54,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,Currently Single and never been married,Always,Democrat,Moderate,High school graduate or equivalent,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$25,000 to less than $35,000",F,U,64, ,1,.922958
123257,210624,75,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Extremely important,Extremely important,Extremely important,Very important,Strongly support,Don't know or refused [DO NOT READ],Female,75 + years,No,Yes,Currently Single and never been married,Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],"0 to 12th grade, but with no diploma","Retired and not working at all,",No,Black/African American, , , , , ,Yes,No,No,"$200,000 or more",M,E,73,B,2,.800756
123493,210625,70,70-74, ,70-74,Yes,Somewhat Likely,Extremely important,Very important,Somewhat important,Very important,Somewhat support,Somewhat favorable,Male,70-74 years,No,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,80,C,2,.938621
123537,210625,62,60-64, ,60-64,Yes,Extremely likely,Extremely important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,No,No,"Divorced,","Seldom,",Democrat,Liberal,2-year college degree,Employed part-time,No,Black/African American, , , , , ,No,No,No,"$15,000 to less than $25,000",F,E,62,B,5,.813436
123548,210627,999,Refused [DO NOT READ],65-69,65-69,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,Yes,"Married,",Always,Democrat,Liberal,Graduate or professional degree,"Retired and not working at all,",Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ], , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,U,65, ,6,.435672
123559,210624,59,55-59, ,55-59,Yes,Not very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,Yes,Yes,"Married,",Always,Democrat,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,Black/African American, , , , , ,Yes,No,No,"$60,000 to less than $75,000",M,S,60,B,3,.966596
123564,210623,53,50-54, ,50-54,Yes,Somewhat Likely,Very important,Very important,Somewhat important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Not at all favorable,Female,50-54 years,No,Yes,"Married,",Always,Independent,Liberal,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,S,51,C,1,1.225328
123600,210629,64,60-64, ,60-64,Yes,Not very Likely,Not very important,Not very important,Not very important,Not very important,Somewhat oppose,Not very favorable,Female,60-64 years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,Self-employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",M,S,76,C,7,1.079926
123613,210625,76,75+, ,75+,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Neither support or oppose [DO NOT READ],Extremely favorable,Female,75 + years,No,Yes,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,Black/African American, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],F,E,76,B,7,.800756
123666,210624,999,Refused [DO NOT READ],65-69,65-69,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Somewhat favorable,Male,65-69 years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,73,C,7,1.079787
123854,210624,69,65-69, ,65-69,Yes,Extremely likely,Somewhat important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,65-69 years,Yes,Yes,"Married,",Always,Republican,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,70,C,5,1.079787
123873,210630,60,60-64, ,60-64,Yes,Somewhat Likely,Very important,Somewhat important,Very important,Very important,Strongly support,Very favorable,Male,60-64 years,Yes,Yes,Currently Single and never been married,"Seldom,",Democrat,Liberal,High school graduate or equivalent,"Unemployed, but looking for work",No,Black/African American, , , , , ,No,No,No,"$15,000 to less than $25,000",M,E,60,B,6,.960289
123901,210623,54,50-54, ,50-54,Yes,Somewhat Likely,Very important,Don't know or refused [DO NOT READ],Not at all important,Not very important,Strongly oppose,Not very favorable,Female,50-54 years,No,Yes,"Divorced,",Most of the time,Republican,Conservative,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,Yes,Yes,No,Don't know or refused [DO NOT READ],F,S,53,C,1,1.225328
123979,210627,56,55-59, ,55-59,Yes,Not very Likely,Not at all important,Somewhat important,Extremely important,Somewhat important,Strongly support,Extremely favorable,Female,55-59 years,Yes,Yes,"Married,","Seldom,",Republican,None of the above [DO NOT READ],High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,69,C,2,1.283263
123994,210629,60,60-64, ,60-64,Yes,Extremely likely,Extremely important,Somewhat important,Somewhat important,Extremely important,Strongly support,Very favorable,Female,60-64 years,No,Yes,"Married,",Always,Republican,Conservative,Graduate or professional degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,S,60,C,7,1.079926
124009,210624,92,75+, ,75+,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,75 + years,No,Yes,"Widowed,",Most of the time,Independent,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,"$75,000 to less than $100,000",M,U,62,C,5,.995835
124144,210623,54,50-54, ,50-54,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Divorced,",Always,Democrat,Moderate,2-year college degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$35,000 to less than $50,000",F,E,54,B,5,.922958
124160,210629,80,75+, ,75+,Yes,Not at all likely,Not very important,Not at all important,Not at all important,Extremely important,Strongly support,Extremely favorable,Male,75 + years,Don't know or refused [DO NOT READ],Yes,"Married,",Always,Don't know or refused [DO NOT READ],Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,80,C,6,.995835
124170,210629,64,60-64, ,60-64,Yes,Not at all likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,Yes,Yes,"Divorced,",Always,Democrat,Moderate,"0 to 12th grade, but with no diploma","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,63,B,5,.813436
124207,210629,64,60-64, ,60-64,Yes,Not at all likely,Very important,Very important,Somewhat important,Not at all important,Strongly oppose,Not at all favorable,Female,60-64 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,S,64,C,5,1.079926
124373,210627,66,65-69, ,65-69,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,Yes,"Married,",Always,Democrat,Moderate,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,E,66,C,5,1.170382
124441,210627,56,55-59, ,55-59,Yes,Somewhat Likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Female,55-59 years,No,Yes,Currently Single and never been married,Always,Something else,Moderate,Graduate or professional degree,Employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,S,55,C,1,1.283263
124595,210624,74,70-74, ,70-74,Yes,Not very Likely,Very important,Very important,Extremely important,Extremely important,Strongly support,Somewhat favorable,Female,70-74 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,S,74,C,1,1.062288
124597,210625,64,60-64, ,60-64,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,No,Yes,"Married,",Always,Independent,Liberal,Graduate or professional degree,Self-employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",M,U,66,C,4,1.079926
124651,210630,55,55-59, ,55-59,Yes,Very Likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Extremely favorable,Male,55-59 years,No,Yes,"Married,",Always,Democrat,Liberal,4-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$50,000 to less than $60,000",F,E,64,B,6,.947932
124717,210627,57,55-59, ,55-59,Yes,Not very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,Yes,Yes,Currently Single and never been married,Never vote,Republican,Moderate,4-year college degree,Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,Yes,No,"Less than $15,000",F,U,57, ,3,1.283263
124732,210627,60,60-64, ,60-64,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,60-64 years,No,No,"Not married, but living with your partner",Always,Democrat,Conservative,"0 to 12th grade, but with no diploma",Employed full-time,No,Black/African American, , , , , ,Yes,No,No,"$35,000 to less than $50,000",M,E,55,B,4,.960289
124794,210625,78,75+, ,75+,Yes,Extremely likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Not at all favorable,Female,75 + years,Yes,Yes,Currently Single and never been married,Most of the time,Democrat,Moderate,"0 to 12th grade, but with no diploma","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,78,B,7,.800756
124822,210625,68,65-69, ,65-69,Yes,Not very Likely,Very important,Very important,Not very important,Don't know or refused [DO NOT READ],Strongly oppose,Not at all favorable,Male,65-69 years,No,Yes,"Widowed,",Always,Independent,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,68,C,7,1.079787
124843,210624,69,65-69, ,65-69,Yes,Very Likely,Very important,Very important,Extremely important,Very important,Somewhat support,Very favorable,Male,65-69 years,Yes,Yes,"Married,",Always,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",F,E,68,B,3,.813331
125022,210630,53,50-54, ,50-54,Yes,Not at all likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,50-54 years,No,Yes,"Divorced,",Always,Independent,Conservative,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,Yes,Don't know or refused [DO NOT READ],M,S,63,C,7,1.123384
125137,210623,53,50-54, ,50-54,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,Yes,Yes,"$125,000 to less than $150,000",F,S,53,C,2,1.225328
125162,210627,59,55-59, ,55-59,Yes,Extremely likely,Somewhat important,Extremely important,Not at all important,Very important,Strongly oppose,Not very favorable,Female,55-59 years,No,Yes,"Married,",Always,Republican,Moderate,2-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,Yes,No,"$125,000 to less than $150,000",F,S,59,C,7,1.283263
125190,210624,70,70-74, ,70-74,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,70-74 years,No,Yes,"Divorced,",Always,Democrat,Liberal,Graduate or professional degree,Self-employed part-time,No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,E,70,B,6,.707
125215,210630,62,60-64, ,60-64,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Female,60-64 years,Yes,Yes,"Widowed,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$15,000 to less than $25,000",F,S,62,C,3,1.079926
125528,210624,74,70-74, ,70-74,Yes,Very Likely,Very important,Very important,Very important,Extremely important,Strongly support,Very favorable,Male,70-74 years,No,Yes,"Married,",Most of the time,Democrat,Liberal,2-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$75,000 to less than $100,000",F,E,72,B,7,.707
125542,210630,50,50-54, ,50-54,Yes,Somewhat Likely,Extremely important,Somewhat important,Very important,Very important,Somewhat support,Very favorable,Male,50-54 years,No,No,"Married,",Always,Independent,Moderate,Graduate or professional degree,Employed full-time,No,Black/African American, , , , , ,Yes,Yes,Yes,"$150,000 to less than $200,000",M,S,61,C,7,.84617
125564,210627,50,50-54, ,50-54,Yes,Somewhat Likely,Very important,Very important,Extremely important,Extremely important,Somewhat support,Somewhat favorable,Male,50-54 years,No,No,Currently Single and never been married,Most of the time,Something else,Moderate,High school graduate or equivalent,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$25,000 to less than $35,000",M,E,49,B,5,.84617
125602,210627,59,55-59, ,55-59,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,No,Yes,"Married,",Always,Republican,Moderate,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,58,C,4,1.283263
125709,210625,52,50-54, ,50-54,Yes,Not very Likely,Somewhat important,Somewhat important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,50-54 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,Yes,Yes,"$150,000 to less than $200,000",F,S,53,C,2,1.123384
125722,210624,72,70-74, ,70-74,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,Yes,Yes,"Married,",Most of the time,Democrat,Liberal,2-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",M,E,72,B,3,.800151
125739,210627,60,60-64, ,60-64,Yes,Somewhat Likely,Very important,Not very important,Not at all important,Very important,Somewhat support,Somewhat favorable,Female,60-64 years,No,Yes,"Married,",Always,Independent,Conservative,2-year college degree,Self-employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,U,59,C,7,1.079926
125809,210624,58,55-59, ,55-59,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Female,55-59 years,Yes,Yes,"Married,",Always,Democrat,Moderate,4-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,58,B,6,.966596
125818,210625,79,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Very important,Very important,Extremely important,Extremely important,Strongly support,Very favorable,Female,75 + years,No,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,75,B,5,1.063092
125820,210625,66,65-69, ,65-69,Yes,Very Likely,Very important,Somewhat important,Somewhat important,Very important,Somewhat support,Somewhat favorable,Male,65-69 years,Yes,Yes,"Married,",Always,Republican,Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",M,S,65,C,5,1.079787
125828,210624,72,70-74, ,70-74,Yes,Not very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Widowed,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",F,S,72,C,6,1.062288
125887,210627,54,50-54, ,50-54,Yes,Very Likely,Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat oppose,Not at all favorable,Male,50-54 years,No,Yes,"Married,",Always,Republican,Conservative,"Post-graduate study, but with no degree",Employed full-time,No,White/Caucasian, , , , , ,No,No,Yes,"$200,000 or more",M,S,54,C,7,1.123384
125982,210630,64,60-64, ,60-64,Yes,Somewhat Likely,Very important,Very important,Very important,Very important,Strongly support,Very favorable,Male,60-64 years,No,Yes,"Married,",Most of the time,Democrat,Moderate,Don't know or refused [DO NOT READ],Employed full-time,No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,64,B,2,.960289
126155,210630,76,75+, ,75+,Yes,Not at all likely,Very important,Extremely important,Very important,Extremely important,Strongly support,Very favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,Don't know or refused [DO NOT READ],M,S,75,C,4,.995835
126165,210624,73,70-74, ,70-74,Yes,Not very Likely,Extremely important,Somewhat important,Somewhat important,Extremely important,Somewhat support,Somewhat favorable,Female,70-74 years,No,Yes,"Married,",Always,Republican,Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,73,C,2,1.062288
126266,210630,63,60-64, ,60-64,Yes,Extremely likely,Very important,Very important,Very important,Extremely important,Somewhat support,Extremely favorable,Female,60-64 years,No,Yes,"Widowed,",About half the time,Independent,Moderate,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,Yes,Yes,No,"$35,000 to less than $50,000",F,E,63,C,3,1.079926
126299,210630,62,60-64, ,60-64,Yes,Not very Likely,Extremely important,Extremely important,Extremely important,Very important,Strongly support,Extremely favorable,Female,60-64 years,Yes,Yes,"Widowed,",Most of the time,Republican,Conservative,High school graduate or equivalent,Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,Yes,No,"$15,000 to less than $25,000",F,S,61,C,4,1.079926
126348,210623,52,50-54, ,50-54,Yes,Very Likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,No,"Married,",Most of the time,Independent,Moderate,2-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,Yes,Yes,"$60,000 to less than $75,000",F,E,53,B,6,1.225328
126489,210630,74,70-74, ,70-74,Yes,Extremely likely,Extremely important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Male,70-74 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",M,S,75,C,5,.938621
126541,210630,60,60-64, ,60-64,Yes,Not very Likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Male,60-64 years,No,Yes,"Married,",Always,Republican,Moderate,"Post high school education, but with no degree",Employed full-time,No,White/Caucasian, , , , , ,No,Yes,No,Don't know or refused [DO NOT READ],M,E,60,C,5,1.27489
126553,210629,999,Refused [DO NOT READ],60-64,60-64,Yes,Not very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Male,60-64 years,No,Yes,"Married,",Always,Democrat,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,S,69,C,7,1.27489
126646,210624,50,50-54, ,50-54,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat support,Don't know or refused [DO NOT READ],Female,50-54 years,No,No,"Divorced,",Always,Republican,Don't know or refused [DO NOT READ],High school graduate or equivalent,Employed full-time,No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,73,B,7,.922958
126666,210627,75,75+, ,75+,Yes,Extremely likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Male,75 + years,Yes,Yes,"Married,",Always,Independent,Moderate,4-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,55,C,5,.750096
126742,210624,57,55-59, ,55-59,Yes,Not very Likely,Very important,Very important,Very important,Very important,Somewhat oppose,Not at all favorable,Male,55-59 years,No,Yes,"Married,",Always,Something else,Conservative,2-year college degree,Employed full-time,No,White/Caucasian, , , , , ,Yes,No,No,Don't know or refused [DO NOT READ],M,E,57,C,5,1.258484
126851,210630,74,70-74, ,70-74,Yes,Not at all likely,Very important,Very important,Very important,Very important,Somewhat support,Somewhat favorable,Female,70-74 years,No,Yes,"Widowed,",Most of the time,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,E,75,C,7,1.062288
126868,210624,68,65-69, ,65-69,Yes,Somewhat Likely,Very important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,Yes,"Widowed,",Always,Republican,Conservative,"Post high school education, but with no degree",Not in the labor force for other reasons,No,Pacific Islander/Native Hawaiian/Other Race, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,54,C,3,.435672
126955,210627,56,55-59, ,55-59,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,No,Yes,"Married,",Always,Republican,Moderate,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,U,57,C,6,1.283263
127115,210628,51,50-54, ,50-54,Yes,Extremely likely,Very important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Male,50-54 years,No,Yes,"Married,",Always,Independent,Moderate,"Post high school education, but with no degree",Employed full-time,No,Black/African American, , , , , ,No,No,No,"$100,000 to less than $125,000",M,E,51,B,5,.84617
127149,210625,75,75+, ,75+,Yes,Not very Likely,Very important,Very important,Very important,Extremely important,Strongly support,Very favorable,Female,75 + years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,75,C,1,1.063092
127474,210626,80,75+, ,75+,Yes,Not at all likely,Very important,Extremely important,Very important,Extremely important,Somewhat oppose,Extremely favorable,Female,75 + years,Yes,Yes,"Widowed,",Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,80,B,7,.800756
127589,210630,63,60-64, ,60-64,Yes,Not at all likely,Somewhat important,Somewhat important,Very important,Very important,Somewhat support,Very favorable,Female,60-64 years,Yes,Yes,"Not married, but living with your partner",Most of the time,Don't know or refused [DO NOT READ],Conservative,High school graduate or equivalent,"Retired and not working at all,",No,Pacific Islander/Native Hawaiian/Other Race, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,63,A,4,.402
127616,210623,55,55-59, ,55-59,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,No,No,Currently Single and never been married,Always,Independent,Moderate,Graduate or professional degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,54,B,2,.966596
127706,210625,85,75+, ,75+,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,75 + years,No,Yes,"Married,",Always,Democrat,Moderate,"0 to 12th grade, but with no diploma","Retired and not working at all,",No,Black/African American, , , , , ,No,Yes,No,"$15,000 to less than $25,000",F,E,54,B,3,.750096
127748,210624,73,70-74, ,70-74,Yes,Not very Likely,Somewhat important,Not at all important,Not at all important,Not at all important,Strongly oppose,Not very favorable,Male,70-74 years,No,Yes,"Married,",Always,Independent,Conservative,Graduate or professional degree,Self-employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",M,S,72,C,4,.938621
127772,210626,76,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Somewhat important,Very important,Somewhat important,Somewhat important,Don't know or refused [DO NOT READ],Somewhat favorable,Female,75 + years,No,Yes,"Married,",Always,Republican,Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$15,000 to less than $25,000",F,S,76,C,6,1.063092
127784,210625,64,60-64, ,60-64,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Male,60-64 years,No,Yes,Currently Single and never been married,Always,Democrat,Moderate,"Post-graduate study, but with no degree","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$50,000 to less than $60,000",M,E,63,B,6,.960289
127816,210624,66,65-69, ,65-69,Yes,Not at all likely,Very important,Very important,Very important,Very important,Strongly support,Extremely favorable,Male,65-69 years,No,Yes,"Married,",Most of the time,Independent,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,66,C,5,1.079787
